categoria,producto,banner_producto,marca,descripcion_producto,promocion,precio,precio_sin_descuento,precio_por_kilo,url_producto,url_imagen
almacen,pastas-rellenas,,GIACOMO,Capelettini Giacomo Verdura 500 Gr.,,"$2.920,00",,5840.00KG,https://diaonline.supermercadosdia.com.ar/capelettini-giacomo-verdura-500-gr-276521/p,https://ardiaprod.vtexassets.com/arquivos/ids/299111-500-auto?v=638503266394100000&width=500&height=auto&aspect=true
almacen,pastas-rellenas,,GIACOMO,Capelettini Giacomo Jamón Y Queso 500 Gr.,,"$2.920,00",,5840.00KG,https://diaonline.supermercadosdia.com.ar/capelettini-giacomo-jamon-y-queso-500-gr-276520/p,https://ardiaprod.vtexassets.com/arquivos/ids/277300-500-auto?v=638322602580130000&width=500&height=auto&aspect=true
almacen,pastas-rellenas,,LUCCHETTI,Capelettini Jamón y Queso Lucchetti 500 Gr.,,"$3.030,00",,6060.00KG,https://diaonline.supermercadosdia.com.ar/capelettini-jamon-y-queso-lucchetti-500-gr-146981/p,https://ardiaprod.vtexassets.com/arquivos/ids/299047-500-auto?v=638503265483500000&width=500&height=auto&aspect=true
