categoria,producto,banner_producto,marca,descripcion_producto,descuento_2,precio,precio_sin_descuento,precio_por_kilo,url_producto,url_imagen
almacen,facturas-y-medialunas,-14%,SIN MARCA,DONUT RELLENA X UNIDAD,14%,"$590,00","$690,00",590.00UD,https://diaonline.supermercadosdia.com.ar/donut-rellena-x-unidad-241402/p,https://ardiaprod.vtexassets.com/arquivos/ids/270890-500-auto?v=638322512542200000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,-14%,SIN MARCA,Donut Rellena Decorada x Un.,14%,"$590,00","$690,00",590.00UD,https://diaonline.supermercadosdia.com.ar/donut-rellena-decorada-x-un-259363/p,https://ardiaprod.vtexassets.com/arquivos/ids/272269-500-auto?v=638322536031200000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,-14%,SIN MARCA,Donut Glaseada x Un.,14%,"$590,00","$690,00",590.00UD,https://diaonline.supermercadosdia.com.ar/donut-glaseada-x-un-259364/p,https://ardiaprod.vtexassets.com/arquivos/ids/272270-500-auto?v=638322536048000000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,,SIN MARCA,Medialunas 4 Un,,$1.290,,8600.00KG,https://diaonline.supermercadosdia.com.ar/medialunas-4-un-294742/p,https://ardiaprod.vtexassets.com/arquivos/ids/281195-500-auto?v=638322650900630000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,,SIN MARCA,Medialuna de Manteca x Un.,,"$240,00",,240.00UD,https://diaonline.supermercadosdia.com.ar/medialuna-de-manteca-x-un-259747/p,https://ardiaprod.vtexassets.com/arquivos/ids/272395-500-auto?v=638322537814530000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,,SIN MARCA,Panal de Membrillo x Un.,,"$240,00",,240.00UD,https://diaonline.supermercadosdia.com.ar/panal-de-membrillo-x-un-259745/p,https://ardiaprod.vtexassets.com/arquivos/ids/272393-500-auto?v=638322537775830000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,,SIN MARCA,Medialuna de Grasa x Un.,,"$240,00",,240.00UD,https://diaonline.supermercadosdia.com.ar/medialuna-de-grasa-x-un-259748/p,https://ardiaprod.vtexassets.com/arquivos/ids/272396-500-auto?v=638322537834970000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,,SIN MARCA,Vigilante con Azúcar x Un.,,"$240,00",,240.00UD,https://diaonline.supermercadosdia.com.ar/vigilante-con-azucar-x-un-259750/p,https://ardiaprod.vtexassets.com/arquivos/ids/272397-500-auto?v=638322537861630000&width=500&height=auto&aspect=true
almacen,facturas-y-medialunas,,SIN MARCA,Criollitos Salados x Un.,,"$170,00",,3777.78KG,https://diaonline.supermercadosdia.com.ar/criollitos-salados-x-un-259351/p,https://ardiaprod.vtexassets.com/arquivos/ids/272258-500-auto?v=638322535843400000&width=500&height=auto&aspect=true
