categoria,producto,banner_producto,marca,descripcion_producto,promocion,precio,precio_sin_descuento,precio_por_kilo,url_producto,url_imagen
almacen,ketchup,-30%,HELLMANNS,Ketchup Clásico Hellmann's Doypack 250 Gr.,30%,"$910,00","$1.300,00",5200.00KG,https://diaonline.supermercadosdia.com.ar/ketchup-clasico-hellmann-s-doypack-250-gr-54176/p,https://ardiaprod.vtexassets.com/arquivos/ids/264029-500-auto?v=638322417814970000&width=500&height=auto&aspect=true
almacen,ketchup,-30%,HELLMANNS,Ketchup Hellmann's 500 Gr.,30%,"$1.491,00","$2.130,00",4600.00KG,https://diaonline.supermercadosdia.com.ar/ketchup-hellmann-s-500-gr-269664/p,https://ardiaprod.vtexassets.com/arquivos/ids/274381-500-auto?v=638322565864400000&width=500&height=auto&aspect=true
almacen,ketchup,-30%,HELLMANNS,Hellmanns Ketchup Squeeze 400 Grs.,30%,"$2.208,50","$3.155,00",7887.50KG,https://diaonline.supermercadosdia.com.ar/hellmanns-ketchup-squeeze-400-grs-54454/p,https://ardiaprod.vtexassets.com/arquivos/ids/297051-500-auto?v=638484260686670000&width=500&height=auto&aspect=true
almacen,ketchup,,NATURA,Ketchup Natura 250 Gr.,,"$780,00",,3120.00KG,https://diaonline.supermercadosdia.com.ar/ketchup-natura-250-gr-161513/p,https://ardiaprod.vtexassets.com/arquivos/ids/267177-500-auto?v=638322461219630000&width=500&height=auto&aspect=true
almacen,ketchup,,HEINZ,Ketchup Heinz 397 Gr.,,"$4.560,00",,11486.15KG,https://diaonline.supermercadosdia.com.ar/ketchup-heinz-397-gr-257112/p,https://ardiaprod.vtexassets.com/arquivos/ids/289824-500-auto?v=638421582216730000&width=500&height=auto&aspect=true
almacen,ketchup,,KANSAS,Ketchup Kansas 465 Gr.,,"$1.820,00",,3913.98KG,https://diaonline.supermercadosdia.com.ar/ketchup-kansas-465-gr-293802/p,https://ardiaprod.vtexassets.com/arquivos/ids/280804-500-auto?v=638322646314970000&width=500&height=auto&aspect=true
