categoria,producto,banner_producto,marca,descripcion_producto,descuento_2,precio,precio_sin_descuento,precio_por_kilo,url_producto,url_imagen
almacen,aceites-de-oliva,,NUCETE,Aceite Oliva Nucete Extra Virgen Envase de Vidrio 500 Ml.,,$12.930,,25860.00LT,https://diaonline.supermercadosdia.com.ar/aceite-oliva-nucete-extra-virgen-envase-de-vidrio-500-ml-179862/p,https://ardiaprod.vtexassets.com/arquivos/ids/268371-500-auto?v=638322477106100000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,MORIXE,Aceite De Oliva Morixe Virgen 500 Ml.,,$14.200,,28400.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-morixe-virgen-500-ml-276048/p,https://ardiaprod.vtexassets.com/arquivos/ids/277195-500-auto?v=638322601193730000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,LIRA,Aceite de Oliva Extra Virgen Lira 500 Ml.,,$12.960,,25920.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-extra-virgen-lira-500-ml-299225/p,https://ardiaprod.vtexassets.com/arquivos/ids/285837-500-auto?v=638357497237600000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,NUCETE,Aceite de Oliva Intenso Extra Virgen Nucete 500 Ml.,,$10.500,,21000.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-intenso-extra-virgen-nucete-500-ml-300600/p,https://ardiaprod.vtexassets.com/arquivos/ids/287149-500-auto?v=638375552663470000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,NUCETE,Aceite Oliva Virgen Extra Suave Nucete 500 Ml.,,$10.000,,20000.00LT,https://diaonline.supermercadosdia.com.ar/aceite-oliva-virgen-extra-suave-nucete-500-ml-297674/p,https://ardiaprod.vtexassets.com/arquivos/ids/281870-500-auto?v=638322660125600000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,COCINERO,Aceite de Oliva Cocinero Extra Virgen Suave 500 Ml.,,$11.660,,23320.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-cocinero-extra-virgen-suave-500-ml-276154/p,https://ardiaprod.vtexassets.com/arquivos/ids/277223-500-auto?v=638322601619870000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,CAÑUELAS,Aceite de Oliva Extra Virgen Cañuelas 500 Ml.,,$10.710,,21420.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-extra-virgen-canuelas-500-ml-137137/p,https://ardiaprod.vtexassets.com/arquivos/ids/266467-500-auto?v=638322451531270000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,COCINERO,Aceite de Oliva Cocinero Extra Virgen Intenso 500 Ml.,,$11.660,,23320.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-cocinero-extra-virgen-intenso-500-ml-276153/p,https://ardiaprod.vtexassets.com/arquivos/ids/277222-500-auto?v=638322601600170000&width=500&height=auto&aspect=true
almacen,aceites-de-oliva,,CAÑUELAS,Aceite De Oliva Cañuelas Clásico 500 Ml.,,$11.780,,23560.00LT,https://diaonline.supermercadosdia.com.ar/aceite-de-oliva-canuelas-clasico-500-ml-144153/p,https://ardiaprod.vtexassets.com/arquivos/ids/266739-500-auto?v=638322455280370000&width=500&height=auto&aspect=true
