categoria,producto,banner_producto,marca,descripcion_producto,promocion,precio,precio_sin_descuento,precio_por_kilo,url_producto,url_imagen
almacen,chocolates,-40%,MILKA,Chocolate con Leche Milka 55 Gr.,40%,"$1.134,00","$1.890,00",25454.55KG,https://diaonline.supermercadosdia.com.ar/chocolate-con-leche-milka-55-gr-249906/p,https://ardiaprod.vtexassets.com/arquivos/ids/294169-500-auto?v=638458626824570000&width=500&height=auto&aspect=true
almacen,chocolates,-35%,CADBURY,Chocolate Cadbury Frutilla Relleno Yoghurt 29 Gr.,35%,"$617,50","$950,00",32758.62KG,https://diaonline.supermercadosdia.com.ar/chocolate-cadbury-frutilla-relleno-yoghurt-29-gr-21637/p,https://ardiaprod.vtexassets.com/arquivos/ids/298984-500-auto?v=638503264593230000&width=500&height=auto&aspect=true
almacen,chocolates,-35%,SHOT,Chocolate Con Maní Shot 170 Gr.,35%,"$2.808,00","$4.320,00",25411.76KG,https://diaonline.supermercadosdia.com.ar/chocolate-con-mani-shot-170-gr-121964/p,https://ardiaprod.vtexassets.com/arquivos/ids/293990-500-auto?v=638458624586570000&width=500&height=auto&aspect=true
almacen,chocolates,-15%,BONAFIDE,Chocolate para Taza Bonafide 100 Gr.,15%,"$1.860,00","$2.180,00",18600.00KG,https://diaonline.supermercadosdia.com.ar/chocolate-para-taza-bonafide-100-gr-259693/p,https://ardiaprod.vtexassets.com/arquivos/ids/272367-500-auto?v=638322537388770000&width=500&height=auto&aspect=true
almacen,chocolates,-42%,ROCKLETS,Huevo Chocolate Confites Rocklets 28 Gr.,42%,"$750,00","$1.290,00",26785.71KG,https://diaonline.supermercadosdia.com.ar/huevo-chocolate-confites-rocklets-28-gr-301988/p,https://ardiaprod.vtexassets.com/arquivos/ids/294894-500-auto?v=638461790641230000&width=500&height=auto&aspect=true
almacen,chocolates,-51%,VIZZIO,Chocolate Vizzio Leche 50 Gr.,51%,"$450,00","$925,00",9000.00KG,https://diaonline.supermercadosdia.com.ar/chocolate-vizzio-leche-50-gr-285394/p,https://ardiaprod.vtexassets.com/arquivos/ids/279461-500-auto?v=638322628691570000&width=500&height=auto&aspect=true
almacen,chocolates,-13%,BIZNIKKE,Chocolate Nevado Blanco 28 Gr.,13%,"$700,00","$800,00",25000.00KG,https://diaonline.supermercadosdia.com.ar/chocolate-nevado-blanco-28-gr-299108/p,https://ardiaprod.vtexassets.com/arquivos/ids/282238-500-auto?v=638326238245370000&width=500&height=auto&aspect=true
almacen,chocolates,,PICNIC,Bizcocho Relleno Dulce de Leche Picnic 38 Gr.,2 x $560,"$310,00",,8157.89KG,https://diaonline.supermercadosdia.com.ar/bizcocho-relleno-dulce-de-leche-picnic-38-gr-301069/p,https://ardiaprod.vtexassets.com/arquivos/ids/289027-500-auto?v=638404122054600000&width=500&height=auto&aspect=true
almacen,chocolates,,SHOT,Chocolate Blanco Con Maní Shot 35 Gr.,2 x $1500,"$990,00",,28285.71KG,https://diaonline.supermercadosdia.com.ar/chocolate-blanco-con-mani-shot-35-gr-296637/p,https://ardiaprod.vtexassets.com/arquivos/ids/294548-500-auto?v=638458631630730000&width=500&height=auto&aspect=true
almacen,chocolates,-13%,BILLIKEN,Chocolate Billiken Con Leche y Mani 25 Gr.,13%,"$450,00","$520,00",18000.00KG,https://diaonline.supermercadosdia.com.ar/chocolate-billiken-con-leche-y-mani-25-gr-289332/p,https://ardiaprod.vtexassets.com/arquivos/ids/279922-500-auto?v=638322635001630000&width=500&height=auto&aspect=true
almacen,chocolates,,FANTOCHE,Bocadito Dulce de Leche Fantoche 28 Gr.,2 X$580,"$350,00",,12500.00KG,https://diaonline.supermercadosdia.com.ar/bocadito-dulce-de-leche-fantoche-28-gr-298981/p,https://ardiaprod.vtexassets.com/arquivos/ids/282221-500-auto?v=638326238019700000&width=500&height=auto&aspect=true
almacen,chocolates,,VIZZIO,Chocolate Vizzio con Maní 35 Gr.,2 x $1140,"$735,00",,21000.00KG,https://diaonline.supermercadosdia.com.ar/chocolate-vizzio-con-mani-35-gr-275548/p,https://ardiaprod.vtexassets.com/arquivos/ids/276923-500-auto?v=638322598047170000&width=500&height=auto&aspect=true
almacen,chocolates,-19%,BIZNIKKE,Chocolate Biznikke con Maní 30 Gr.,19%,"$650,00","$800,00",21666.67KG,https://diaonline.supermercadosdia.com.ar/chocolate-biznikke-con-mani-30-gr-222611/p,https://ardiaprod.vtexassets.com/arquivos/ids/269678-500-auto?v=638322496032970000&width=500&height=auto&aspect=true
almacen,chocolates,,MILKA,Chocopause Milka 45 Gr.,2x$2100,"$1.275,00",,28333.33KG,https://diaonline.supermercadosdia.com.ar/chocopause-milka-45-gr-278032/p,https://ardiaprod.vtexassets.com/arquivos/ids/294444-500-auto?v=638458630220470000&width=500&height=auto&aspect=true
