categoria,producto,banner_producto,marca,descripcion_producto,promocion,precio,precio_sin_descuento,precio_por_kilo,url_producto,url_imagen
almacen,arroz-integral,-26%,MOLINOS ALA,Arroz Integral Molinos Ala 500 Gr.,26%,"$1.300,00","$1.750,00",2600.00KG,https://diaonline.supermercadosdia.com.ar/arroz-integral-molinos-ala-500-gr-269706/p,https://ardiaprod.vtexassets.com/arquivos/ids/297163-500-auto?v=638488575390830000&width=500&height=auto&aspect=true
almacen,arroz-integral,-40%,GALLO,Arroz Integral Seleccionado Gallo 500 Gr.,40%,"$1.110,00","$1.850,00",2220.00KG,https://diaonline.supermercadosdia.com.ar/arroz-integral-seleccionado-gallo-500-gr-300839/p,https://ardiaprod.vtexassets.com/arquivos/ids/288898-500-auto?v=638399772904500000&width=500&height=auto&aspect=true
almacen,arroz-integral,,MOLINOS ALA,Arroz Integral Grano Mas Entero Molinos Ala 500 Gr.,,"$1.580,00",,3160.00KG,https://diaonline.supermercadosdia.com.ar/arroz-integral-grano-mas-entero-molinos-ala-500-gr-300526/p,https://ardiaprod.vtexassets.com/arquivos/ids/288153-500-auto?v=638390411532970000&width=500&height=auto&aspect=true
almacen,arroz-integral,,CUQUETS,Arroz Integral 00000 Cuquets 1 Kg.,,"$2.320,00",,2320.00KG,https://diaonline.supermercadosdia.com.ar/arroz-integral-00000-cuquets-1-kg-293529/p,https://ardiaprod.vtexassets.com/arquivos/ids/290063-500-auto?v=638425005235830000&width=500&height=auto&aspect=true
almacen,arroz-integral,,GALLO,Arroz Integral Seleccion Gallo 1 Kg.,,"$4.380,00",,4380.00KG,https://diaonline.supermercadosdia.com.ar/arroz-integral-seleccion-gallo-1-kg-300826/p,https://ardiaprod.vtexassets.com/arquivos/ids/288895-500-auto?v=638399772853630000&width=500&height=auto&aspect=true
